Landing page path,Landing page type,Online store visitors,Conversion rate,id,title,description
/collections/shyam-sunilbhai-soni,Collection,1,0,,,
/pages/rewards,Custom Page,1,0,,,
/collections/kotpad,Collection,1,0,,,
/blogs/posts/venkat-raman-singh-shyam,Blog Article,1,0,,,
/collections/silk-clutches,Collection,1,0,,,
/collections/tholu-rakhis,Collection,1,0,,,
/collections/round-slings,Collection,1,0,,,
/blogs/artists-inspiration/oral-traditions-and-folk-songs-in-india-preserving-culture-across-generations,Blog Article,1,0,,,
/collections/the-tree-of-life-,Collection,1,0,,,
/blogs/posts/a-day-at-art-basel-hong-kong-2017,Blog Article,1,0,,,
/collections/ajija-sultana,Collection,1,0,,,
/blogs/posts/arts-and-craft-of-tamil-nadu,Blog Article,1,0,,,
/blogs/posts/you-have-to-visit-this-festival-in-india,Blog Article,1,0,,,
/collections/sanjay-kumar-sethi,Collection,1,0,,,
/pages/odop-lis,Custom Page,1,0,,,
/collections/sagar-naik-mule,Collection,1,0,,,
/blogs/posts/vibrant-environment-day-activities-to-engage-all,Blog Article,1,0,,,
/blogs/posts/art-central-hong-kong-and-some-of-our-favourite-artists,Blog Article,1,0,,,
/blogs/posts/how-to-make-your-office-more-inviting-for-diwali,Blog Article,1,0,,,
/blogs/posts/the-timeless-legacy-of-dhokraart,Blog Article,1,0,,,
/collections/siddharth-kam-deori-1,Collection,1,0,,,
/blogs/posts/art-for-art-s-sake-why-i-loved-the-kochie-muziris-biennele,Blog Article,1,0,,,
/blogs/posts/redifining-diwali-fashion-what-to-wear,Blog Article,1,0,,,
/collections/faizan,Collection,1,0,,,
/collections/collection-available-in-hong-kong,Collection,1,0,,,
/blogs/posts/what-is-assamese-scroll-painting/,Blog Article,1,0,,,
/collections/ready-to-ship-art-collection-copywebsite,Collection,1,0,,,
/collections/gift-combinations-hampers,Collection,1,0,,,
/pages/jaspreet-kaur,Custom Page,1,0,,,
/collections/foldover-clutch-sling,Collection,1,0,,,
/pages/catalogue,Custom Page,1,0,,,
/blogs/news/the-legend-of-devnarayan-a-journey-from-earth-to-heaven,Blog Article,1,0,,,
/collections/saddle-bags,Collection,1,0,,,
/collections/salim,Collection,1,0,,,
/blogs/posts/depiction-of-navarasas-9-emotions-through-art-13.,Blog Article,1,0,,,
/blogs/posts/the-rich-heritage-of-indian-textiles-in-the-ancient-period%3Fsrsltid%3DAfmBOookrwE45otKDNW5Oo3r41T6rMEpDjud35t6crmLuskWbHjd0yd9,Blog Article,1,0,,,
/blogs/posts/folk-art-map-of-india,Blog Article,1,0,,,
/blogs/arts-of-india/the-gond-tribe-paintings-culture-and-more,Blog Article,1,0,,,
/collections/paint-your-own-eternal-love,Collection,1,0,,,
/collections/wooden-kalamkari-blocks,Collection,1,0,,,
/blogs/posts/%20https://www.memeraki.com/collections/chittara-art/products/mundige-a-bridegroom-in-a-palanquin-in-chittara-by-ishwar-chowda-naik&nbsp;%20%20%20%20,Blog Article,1,0,,,
/collections/ramiben-nangesh,Collection,1,0,,,
/collections/patola-art,Collection,1,0,,,
/collections/artwork-of-himachal-pradesh%20,Collection,1,0,,,
/collections/valentines-day,Collection,1,0,,,
/blogs/posts/warli-painting-history,Blog Article,1,0,,,
/blogs/posts/kathaa-2021-stories-from-india-on-hong-kong-walls-second-edition,Blog Article,1,0,,,
/blogs/posts/%20https://www.patnadiaries.com/tikuli-a-rare-art-form-of-bihar/,Blog Article,1,0,,,
/pages/asma-khan,Custom Page,1,0,,,
/collections/kapil-jangid,Collection,1,0,,,
/blogs/posts/blossoming-across-traditions-flowers-in-indian-art%3Fsrsltid%3DAfmBOooUwrKZzNouE_lz5cUWDg4171kVSMMDgbnMShdpcKLPAvCrZPL-,Blog Article,1,0,,,
/blogs/news-and-events/memeraki-x-samsung-india-kalighat-art-inspired-doodling-workshop-at-jio-world-plaza-mumbai-august-2024,Blog Article,1,0,,,
/collections/manish-jha,Collection,1,0,,,
/collections/madhubani-paintings,Collection,1,0,,,
/blogs/posts/thangka-art-tutorial-by-krishna-tashi-palmo,Blog Article,1,0,,,
/blogs/posts/kalyani-a-celebration-of-women-in-indian-arts,Blog Article,1,0,,,
/pages/our-story,Custom Page,1,0,,,
/pages/shipping-returns,Custom Page,1,0,,,
/collections/rakhi-masterclass,Collection,1,0,,,
/blogs/posts/crafts-of-holi-indias-festive-artistry%3Fsrsltid%3DAfmBOop1LhLLO4Jv8rA1uEWWFpPxrhikkzgmE19gqNaD2-ZeoVC7w1R5,Blog Article,1,0,,,
/pages/kirti-bharadwaj,Custom Page,1,0,,,
/blogs/posts/madhubani-artform-by-pratima-bharati,Blog Article,1,0,,,
/blogs/posts/mapping-indias-folk-music-instruments.,Blog Article,1,0,,,
/blogs/posts/heroes-of-indian-art-and-craft-padma-shree-awardees-2024-,Blog Article,1,0,,,
/pages/kalamkari-faqs,Custom Page,1,0,,,
/collections/phad/,Collection,1,0,,,
/blogs/posts/depiction-of-navarasas-9-emotions-through-art,Blog Article,1,0,,,
/blogs/news/phulkari-the-embroidery-tradition-from-punjab,Blog Article,1,0,,,
/blogs/news/the-ritual-art-of-pithora-wall-paintings,Blog Article,1,0,,,
/blogs/posts/diwali-with-a-twist-virtual-celebration-ideas,Blog Article,1,0,,,
/collections/toda-embroidery,Collection,1,0,,,
/blogs/posts/exploring-thedifferent-styles-of-kalamkari-art,Blog Article,1,0,,,
/collections/kunzum-exhibit-madhubani,Collection,1,0,,,
/collections/masterclasses/,Collection,1,0,,,
/collections/tholu-bommalata%20,Collection,1,0,,,
/collections/dadra-and-nagar-haveli,Collection,1,0,,,
/collections/luhar-javed-abdulla,Collection,1,0,,,
/pages/apal,Custom Page,1,0,,,
/collections/hardleathertotes,Collection,1,0,,,
/collections/chetan-gangwane%20,Collection,1,0,,,
/pages/shipping-policy,Custom Page,1,0,,,
/blogs/posts/the-role-of-lotus-in-indian-mythology-and-arts-symbolism-and-i,Blog Article,1,0,,,
/blogs/blog/understanding-unescos-intangible-cultural-heritage-list,Blog Article,1,0,,,
/blogs/posts/warli-art-tribal-art-of-%09india,Blog Article,1,0,,,
/collections/upasana-dutta,Collection,1,0,,,
/collections/paper-craft,Collection,1,0,,,
/collections/leather-pouches,Collection,1,0,,,
/blogs/art-guides/tholu-bommalata,Blog Article,1,0,,,
/collections/for-my-sister-brother,Collection,1,0,,,
/collections/chosang,Collection,1,0,,,
/collections/del-me,Collection,1,0,,,
/blogs/posts/madhubani-art-history-themes-and-characteristics,Blog Article,1,0,,,
/blogs/posts/madhubani-history-themes-and-characteri,Blog Article,1,0,,,
/collections/gourav-malakar,Collection,1,0,,,
/blogs/posts/ragamala-paintings-the-visual-music-for-the-soul%0A,Blog Article,1,0,,,
/pages/contact,Custom Page,1,0,,,
/blogs/posts/mapping_%20ideas%20_folk_music,Blog Article,1,0,,,
/collections/work-tote-laptop-bag,Collection,1,0,,,
/collections/rakhi-collection,Collection,1,0,,,
/collections/all-available-bags-clutches,Collection,1,0,,,
/blogs/web-stories/traditional-religious-paintings-for-pooja-room,Blog Article,1,0,,,
/collections/dilip-and-ajit-chittara,Collection,1,0,,,
/blogs/posts/oral-traditions-andfolksongs-in-india-carriers-of-culture-across-generations,Blog Article,1,0,,,
/collections/collective-craft,Collection,1,0,,,
/blogs/posts/artistic-treasures-our-teams-favorite-paintings,Blog Article,1,0,,,
/collections/champa,Collection,1,0,,,
/blogs/news/warli-art-history,Blog Article,1,0,,,
/blogs/journey/thesacredgeometry,Blog Article,1,0,,,
